id,leaf_length_cm,leaf_width_cm,color_score,species,tree_type
3846,11.709,4.559,0.731,Ash,Deciduous
3847,10.398,2.926,0.642,Willow,Deciduous
3848,6.357,2.583,0.487,Cedar,Coniferous
3849,10.253,5.526,0.779,Ash,Deciduous
3850,6.281,3.128,0.722,Cherry,Deciduous
3851,8.893,2.832,0.501,Birch,Deciduous
3852,9.619,4.053,0.65,Maple,Deciduous
3853,5.277,2.319,0.384,Pine,Coniferous
3854,8.991,3.85,0.715,Willow,Deciduous
3855,10.442,3.581,0.617,Willow,Deciduous
3856,8.596,2.713,0.543,Birch,Deciduous
3857,11.397,4.803,0.681,Willow,Deciduous
3858,9.305,5.59,0.697,Ash,Deciduous
3859,11.278,4.54,0.608,Willow,Deciduous
3860,10.741,6.805,0.776,Oak,Deciduous
3861,6.118,2.113,0.429,Pine,Coniferous
3862,6.475,2.397,0.427,Cedar,Coniferous
3863,6.698,1.951,0.407,Cedar,Coniferous
3864,12.365,3.616,0.656,Willow,Deciduous
3865,6.85,1.939,0.279,Spruce,Coniferous
3866,12.146,6.262,0.722,Oak,Deciduous
3867,5.966,3.659,0.604,Cherry,Deciduous
3868,10.645,3.777,0.56,Poplar,Deciduous
3869,5.764,1.954,0.321,Spruce,Coniferous
3870,10.557,3.744,0.666,Willow,Deciduous
3871,3.928,1.79,0.425,Cedar,Coniferous
3872,10.447,5.549,0.804,Oak,Deciduous
3873,8.982,4.399,0.758,Ash,Deciduous
3874,5.062,1.935,0.399,Cedar,Coniferous
3875,6.286,2.6,0.274,Spruce,Coniferous
3876,10.361,2.801,0.684,Willow,Deciduous
3877,3.761,2.629,0.4,Pine,Coniferous
3878,7.461,3.007,0.54,Birch,Deciduous
3879,10.999,5.0,0.652,Poplar,Deciduous
3880,11.422,3.482,0.767,Willow,Deciduous
3881,4.914,2.829,0.376,Pine,Coniferous
3882,15.183,6.823,0.716,Oak,Deciduous
3883,5.519,2.173,0.405,Spruce,Coniferous
3884,9.934,4.128,0.624,Maple,Deciduous
3885,6.484,2.544,0.338,Spruce,Coniferous
3886,13.163,3.46,0.698,Willow,Deciduous
3887,11.987,3.194,0.59,Willow,Deciduous
3888,5.743,2.155,0.441,Spruce,Coniferous
3889,8.891,3.785,0.6,Maple,Deciduous
3890,6.614,3.983,0.646,Poplar,Deciduous
3891,8.331,4.928,0.706,Poplar,Deciduous
3892,7.614,2.648,0.404,Cedar,Coniferous
3893,6.586,2.912,0.374,Spruce,Coniferous
3894,11.542,3.145,0.706,Willow,Deciduous
3895,5.303,2.39,0.364,Spruce,Coniferous
3896,9.352,4.722,0.597,Maple,Deciduous
3897,6.304,2.175,0.454,Pine,Coniferous
3898,5.132,2.936,0.44,Pine,Coniferous
3899,9.958,4.557,0.592,Poplar,Deciduous
3900,8.193,3.683,0.622,Poplar,Deciduous
3901,5.812,3.086,0.644,Cherry,Deciduous
3902,8.128,2.731,0.475,Birch,Deciduous
3903,9.001,3.675,0.693,Willow,Deciduous
3904,8.151,4.031,0.606,Poplar,Deciduous
3905,11.35,4.262,0.682,Willow,Deciduous
3906,8.968,4.621,0.625,Maple,Deciduous
3907,9.935,3.833,0.732,Poplar,Deciduous
3908,6.582,2.352,0.286,Pine,Coniferous
3909,9.601,4.234,0.597,Maple,Deciduous
3910,11.342,3.891,0.558,Poplar,Deciduous
3911,6.633,1.877,0.377,Cedar,Coniferous
3912,8.053,2.976,0.423,Birch,Deciduous
3913,10.961,4.172,0.596,Poplar,Deciduous
3914,13.403,3.092,0.641,Willow,Deciduous
3915,8.834,4.496,0.704,Ash,Deciduous
3916,8.442,4.277,0.654,Maple,Deciduous
3917,8.293,5.024,0.646,Poplar,Deciduous
3918,13.081,4.094,0.727,Willow,Deciduous
3919,10.303,3.589,0.573,Maple,Deciduous
3920,6.233,2.994,0.689,Cherry,Deciduous
3921,7.464,2.721,0.586,Birch,Deciduous
3922,9.647,4.553,0.728,Ash,Deciduous
3923,7.077,1.403,0.407,Spruce,Coniferous
3924,8.316,4.905,0.732,Ash,Deciduous
3925,9.221,3.902,0.569,Maple,Deciduous
3926,12.392,6.915,0.608,Oak,Deciduous
3927,8.282,4.473,0.631,Poplar,Deciduous
3928,4.962,3.021,0.457,Pine,Coniferous
3929,8.677,4.372,0.585,Poplar,Deciduous
3930,8.894,4.042,0.524,Maple,Deciduous
3931,10.233,3.299,0.71,Willow,Deciduous
3932,6.726,1.561,0.65,Cherry,Deciduous
3933,9.609,4.543,0.545,Poplar,Deciduous
3934,10.563,3.313,0.678,Willow,Deciduous
3935,7.014,2.636,0.349,Cedar,Coniferous
3936,8.812,4.851,0.7,Ash,Deciduous
3937,9.613,4.119,0.613,Maple,Deciduous
3938,12.348,5.582,0.774,Oak,Deciduous
3939,5.243,2.252,0.363,Cedar,Coniferous
3940,6.148,2.108,0.347,Cedar,Coniferous
3941,9.287,4.675,0.648,Maple,Deciduous
3942,8.15,3.89,0.687,Maple,Deciduous
3943,9.023,3.848,0.631,Poplar,Deciduous
3944,8.983,3.95,0.614,Maple,Deciduous
3945,5.233,2.09,0.366,Spruce,Coniferous
3946,12.231,7.017,0.865,Oak,Deciduous
3947,12.939,5.974,0.741,Oak,Deciduous
3948,7.002,3.155,0.632,Birch,Deciduous
3949,13.136,6.195,0.791,Oak,Deciduous
3950,4.779,1.513,0.325,Spruce,Coniferous
3951,11.557,4.915,0.677,Ash,Deciduous
3952,8.81,4.967,0.613,Poplar,Deciduous
3953,5.156,2.901,0.397,Pine,Coniferous
3954,11.942,4.19,0.621,Willow,Deciduous
3955,6.77,2.381,0.372,Pine,Coniferous
3956,10.157,3.767,0.607,Poplar,Deciduous
3957,11.555,5.531,0.666,Ash,Deciduous
3958,5.841,3.197,0.71,Cherry,Deciduous
3959,6.121,1.629,0.422,Pine,Coniferous
3960,12.244,5.096,0.699,Ash,Deciduous
3961,10.994,3.849,0.68,Poplar,Deciduous
3962,7.715,2.531,0.737,Cherry,Deciduous
3963,9.015,5.17,0.648,Poplar,Deciduous
3964,9.464,5.456,0.712,Ash,Deciduous
3965,11.372,3.414,0.622,Willow,Deciduous
3966,10.931,3.891,0.652,Willow,Deciduous
3967,8.714,4.133,0.63,Poplar,Deciduous
3968,9.07,3.31,0.634,Willow,Deciduous
3969,11.24,7.163,0.75,Oak,Deciduous
3970,8.223,3.904,0.551,Birch,Deciduous
3971,6.223,1.863,0.354,Spruce,Coniferous
3972,5.143,1.98,0.42,Cedar,Coniferous
3973,7.143,2.404,0.521,Cedar,Coniferous
3974,8.231,3.348,0.605,Birch,Deciduous
3975,10.685,4.087,0.638,Poplar,Deciduous
3976,12.936,5.851,0.75,Oak,Deciduous
3977,10.935,3.63,0.598,Maple,Deciduous
3978,12.042,3.625,0.646,Willow,Deciduous
3979,9.989,4.079,0.684,Poplar,Deciduous
3980,9.363,3.338,0.596,Willow,Deciduous
3981,6.641,2.356,0.466,Pine,Coniferous
3982,10.066,5.215,0.661,Ash,Deciduous
3983,6.587,2.694,0.61,Cherry,Deciduous
3984,9.77,4.348,0.583,Poplar,Deciduous
3985,5.252,2.359,0.432,Cedar,Coniferous
3986,10.935,3.416,0.646,Willow,Deciduous
3987,6.197,2.782,0.428,Cedar,Coniferous
3988,6.449,3.214,0.501,Birch,Deciduous
3989,8.376,3.153,0.533,Birch,Deciduous
3990,10.143,4.741,0.623,Maple,Deciduous
3991,8.169,3.721,0.609,Maple,Deciduous
3992,7.178,2.207,0.63,Cherry,Deciduous
3993,6.47,2.72,0.646,Cherry,Deciduous
3994,12.542,6.934,0.726,Oak,Deciduous
3995,9.783,3.244,0.564,Willow,Deciduous
3996,10.382,1.147,0.666,Willow,Deciduous
3997,6.938,2.977,0.568,Birch,Deciduous
3998,6.492,2.638,0.666,Cherry,Deciduous
3999,9.721,4.835,0.606,Poplar,Deciduous
4000,5.964,3.388,0.57,Maple,Deciduous
4001,7.925,3.268,0.606,Birch,Deciduous
4002,11.693,3.222,0.676,Willow,Deciduous
4003,4.802,1.483,0.358,Cedar,Coniferous
4004,4.282,2.959,0.36,Pine,Coniferous
4005,5.238,2.455,0.396,Pine,Coniferous
4006,4.968,2.84,0.337,Spruce,Coniferous
4007,17.779,6.927,0.747,Oak,Deciduous
4008,10.933,3.24,0.611,Willow,Deciduous
4009,9.37,2.669,0.664,Willow,Deciduous
4010,6.995,2.057,0.449,Pine,Coniferous
4011,4.373,3.414,0.446,Spruce,Coniferous
4012,9.227,3.993,0.543,Maple,Deciduous
4013,9.089,4.22,0.608,Poplar,Deciduous
4014,11.444,3.008,0.656,Willow,Deciduous
4015,6.697,2.958,0.702,Cherry,Deciduous
4016,10.309,4.174,0.675,Willow,Deciduous
4017,11.16,6.488,0.679,Oak,Deciduous
4018,8.681,4.144,0.645,Poplar,Deciduous
4019,10.043,5.553,0.734,Oak,Deciduous
4020,12.117,5.505,0.68,Ash,Deciduous
4021,5.025,2.558,0.356,Cedar,Coniferous
4022,5.342,2.405,0.315,Spruce,Coniferous
4023,5.16,2.673,0.366,Cedar,Coniferous
4024,12.342,3.394,0.594,Willow,Deciduous
4025,9.762,4.213,0.625,Maple,Deciduous
4026,9.596,3.921,0.577,Maple,Deciduous
4027,8.102,5.162,0.689,Ash,Deciduous
4028,10.709,3.732,0.769,Ash,Deciduous
4029,4.785,2.074,0.404,Cedar,Coniferous
4030,6.18,2.345,0.422,Pine,Coniferous
4031,11.317,3.483,0.664,Willow,Deciduous
4032,6.55,3.463,0.498,Birch,Deciduous
4033,11.471,3.96,0.53,Poplar,Deciduous
4034,12.367,5.644,0.751,Oak,Deciduous
4035,5.258,2.27,0.4,Spruce,Coniferous
4036,7.626,2.892,0.33,Pine,Coniferous
4037,7.546,3.397,0.559,Birch,Deciduous
4038,6.698,2.625,0.397,Pine,Coniferous
4039,6.43,2.67,0.308,Spruce,Coniferous
4040,11.567,5.829,0.776,Oak,Deciduous
4041,6.735,3.703,0.653,Cherry,Deciduous
4042,10.769,5.782,0.712,Oak,Deciduous
4043,10.009,4.091,0.605,Maple,Deciduous
4044,9.691,3.57,0.604,Willow,Deciduous
4045,6.525,2.592,0.438,Pine,Coniferous
4046,8.882,3.786,0.711,Maple,Deciduous
4047,9.453,3.501,0.647,Maple,Deciduous
4048,7.07,4.092,0.652,Poplar,Deciduous
4049,8.87,3.767,0.588,Birch,Deciduous
4050,7.049,1.787,0.655,Cherry,Deciduous
4051,5.859,2.277,0.305,Cedar,Coniferous
4052,4.853,2.328,0.406,Spruce,Coniferous
4053,10.695,3.039,0.676,Maple,Deciduous
4054,6.065,3.259,0.427,Pine,Coniferous
4055,12.138,6.232,0.804,Oak,Deciduous
4056,10.757,6.304,0.758,Oak,Deciduous
4057,5.374,1.859,0.285,Cedar,Coniferous
4058,9.507,4.679,0.642,Poplar,Deciduous
4059,8.152,3.27,0.544,Birch,Deciduous
4060,4.608,2.498,0.711,Cherry,Deciduous
4061,10.376,3.739,0.669,Poplar,Deciduous
4062,5.444,2.649,0.4,Pine,Coniferous
4063,5.501,2.025,0.326,Cedar,Coniferous
4064,13.108,5.47,0.785,Oak,Deciduous
4065,10.377,3.832,0.663,Poplar,Deciduous
4066,10.695,5.985,0.834,Ash,Deciduous
4067,10.517,5.941,0.712,Ash,Deciduous
4068,9.084,3.202,0.577,Maple,Deciduous
4069,8.195,3.382,0.585,Maple,Deciduous
4070,9.452,4.705,0.581,Poplar,Deciduous
4071,8.798,3.974,0.679,Maple,Deciduous
4072,5.827,2.166,0.43,Spruce,Coniferous
4073,5.811,2.514,0.689,Cherry,Deciduous
4074,5.154,1.865,0.377,Cedar,Coniferous
4075,7.856,5.299,0.605,Poplar,Deciduous
4076,10.274,4.704,0.682,Poplar,Deciduous
4077,10.823,6.09,0.679,Ash,Deciduous
4078,11.674,3.865,0.617,Poplar,Deciduous
4079,11.101,6.835,0.742,Oak,Deciduous
4080,6.781,2.313,0.654,Cherry,Deciduous
4081,9.574,4.02,0.726,Ash,Deciduous
4082,8.291,3.828,0.636,Poplar,Deciduous
4083,10.816,4.166,0.621,Maple,Deciduous
4084,6.243,2.084,0.394,Cedar,Coniferous
4085,9.611,3.907,0.649,Poplar,Deciduous
4086,5.385,3.054,0.71,Cherry,Deciduous
4087,8.055,4.702,0.594,Maple,Deciduous
4088,6.24,3.225,0.757,Cherry,Deciduous
4089,9.406,3.152,0.644,Poplar,Deciduous
4090,4.508,2.53,0.408,Cedar,Coniferous
4091,9.132,2.715,0.672,Cherry,Deciduous
4092,11.645,5.852,0.82,Oak,Deciduous
4093,11.742,3.538,0.675,Willow,Deciduous
4094,4.606,2.335,0.44,Pine,Coniferous
4095,9.715,3.749,0.626,Willow,Deciduous
4096,7.416,1.313,0.668,Cherry,Deciduous
4097,5.12,1.966,0.386,Spruce,Coniferous
4098,11.245,4.454,0.762,Ash,Deciduous
4099,5.809,3.661,0.435,Birch,Deciduous
4100,9.652,5.719,0.669,Ash,Deciduous
4101,4.94,1.894,0.363,Spruce,Coniferous
4102,11.309,2.75,0.628,Willow,Deciduous
4103,4.308,2.977,0.451,Pine,Coniferous
4104,6.916,4.162,0.536,Birch,Deciduous
4105,10.724,3.912,0.677,Willow,Deciduous
4106,6.46,2.924,0.653,Cherry,Deciduous
4107,5.071,2.361,0.398,Spruce,Coniferous
4108,8.507,2.472,0.462,Birch,Deciduous
4109,5.559,3.11,0.684,Cherry,Deciduous
4110,11.026,2.891,0.707,Willow,Deciduous
4111,11.509,4.883,0.567,Willow,Deciduous
4112,7.112,3.189,0.658,Cherry,Deciduous
4113,11.48,3.827,0.557,Willow,Deciduous
4114,9.074,3.728,0.603,Maple,Deciduous
4115,11.399,3.473,0.7,Willow,Deciduous
4116,10.944,3.73,0.619,Poplar,Deciduous
4117,9.589,7.275,0.781,Oak,Deciduous
4118,6.128,2.088,0.718,Cherry,Deciduous
4119,6.011,1.791,0.333,Spruce,Coniferous
4120,6.254,3.202,0.647,Cherry,Deciduous
4121,7.155,2.527,0.316,Spruce,Coniferous
4122,9.61,4.138,0.618,Maple,Deciduous
4123,6.271,3.739,0.537,Birch,Deciduous
4124,9.667,3.874,0.646,Maple,Deciduous
4125,10.381,3.655,0.59,Willow,Deciduous
4126,9.408,3.79,0.672,Poplar,Deciduous
4127,5.113,1.876,0.325,Cedar,Coniferous
4128,8.731,4.288,0.583,Poplar,Deciduous
4129,6.167,3.059,0.343,Spruce,Coniferous
4130,15.285,6.162,0.772,Oak,Deciduous
4131,4.347,2.313,0.409,Cedar,Coniferous
4132,14.299,6.306,0.651,Oak,Deciduous
4133,9.256,3.098,0.595,Maple,Deciduous
4134,11.084,2.479,0.703,Willow,Deciduous
4135,9.81,5.97,0.671,Ash,Deciduous
4136,8.301,4.208,0.654,Poplar,Deciduous
4137,10.007,2.648,0.679,Willow,Deciduous
4138,10.412,4.442,0.617,Ash,Deciduous
4139,6.194,1.926,0.411,Cedar,Coniferous
4140,8.172,2.795,0.545,Birch,Deciduous
4141,9.234,4.4,0.548,Maple,Deciduous
4142,11.519,3.519,0.634,Poplar,Deciduous
4143,5.019,2.363,0.356,Spruce,Coniferous
4144,9.122,6.383,0.8,Oak,Deciduous
4145,6.532,3.053,0.662,Cherry,Deciduous
4146,6.342,3.386,0.373,Spruce,Coniferous
4147,6.545,2.475,0.453,Cedar,Coniferous
4148,11.007,5.382,0.682,Ash,Deciduous
4149,8.141,5.284,0.859,Ash,Deciduous
4150,10.329,3.636,0.725,Willow,Deciduous
4151,6.268,3.042,0.386,Spruce,Coniferous
4152,4.594,2.789,0.341,Spruce,Coniferous
4153,7.764,3.541,0.559,Birch,Deciduous
4154,7.194,3.379,0.538,Birch,Deciduous
4155,3.955,2.082,0.361,Spruce,Coniferous
4156,5.38,1.948,0.405,Cedar,Coniferous
4157,6.659,1.423,0.424,Cedar,Coniferous
4158,7.525,3.778,0.65,Maple,Deciduous
4159,12.982,2.885,0.614,Willow,Deciduous
4160,4.954,2.074,0.396,Pine,Coniferous
4161,6.066,3.335,0.412,Spruce,Coniferous
4162,5.373,2.346,0.382,Cedar,Coniferous
4163,12.111,6.149,0.717,Oak,Deciduous
4164,10.408,4.498,0.563,Maple,Deciduous
4165,5.844,1.647,0.366,Pine,Coniferous
4166,10.708,4.488,0.769,Oak,Deciduous
4167,5.533,1.952,0.379,Cedar,Coniferous
4168,8.053,2.209,0.39,Pine,Coniferous
4169,7.37,1.669,0.363,Spruce,Coniferous
4170,10.149,3.427,0.551,Poplar,Deciduous
4171,6.015,2.537,0.381,Cedar,Coniferous
4172,10.984,3.425,0.657,Willow,Deciduous
4173,10.9,4.69,0.726,Ash,Deciduous
4174,5.78,2.716,0.429,Cedar,Coniferous
4175,5.309,3.249,0.764,Cherry,Deciduous
4176,4.304,1.928,0.378,Cedar,Coniferous
4177,8.675,4.335,0.776,Ash,Deciduous
4178,12.063,3.661,0.71,Willow,Deciduous
4179,6.166,3.041,0.4,Pine,Coniferous
4180,5.973,2.473,0.412,Cedar,Coniferous
4181,4.384,2.0,0.421,Spruce,Coniferous
4182,6.659,1.998,0.474,Pine,Coniferous
4183,5.487,1.885,0.409,Cedar,Coniferous
4184,5.069,2.338,0.655,Cherry,Deciduous
4185,7.404,2.428,0.76,Cherry,Deciduous
4186,7.585,2.009,0.407,Pine,Coniferous
4187,7.1,3.277,0.584,Birch,Deciduous
4188,6.043,2.122,0.378,Cedar,Coniferous
4189,7.056,2.262,0.369,Spruce,Coniferous
4190,5.711,2.088,0.462,Cedar,Coniferous
4191,5.229,2.267,0.43,Pine,Coniferous
4192,9.692,3.686,0.572,Poplar,Deciduous
4193,3.782,1.972,0.306,Spruce,Coniferous
4194,11.509,4.231,0.809,Oak,Deciduous
4195,5.897,3.054,0.379,Spruce,Coniferous
4196,6.991,2.196,0.376,Pine,Coniferous
4197,10.685,4.648,0.621,Ash,Deciduous
4198,7.568,4.086,0.545,Maple,Deciduous
4199,5.932,2.555,0.724,Cherry,Deciduous
4200,6.113,3.746,0.622,Poplar,Deciduous
4201,11.558,3.929,0.664,Willow,Deciduous
4202,9.761,2.487,0.55,Willow,Deciduous
4203,4.197,2.049,0.347,Spruce,Coniferous
4204,8.621,4.386,0.777,Poplar,Deciduous
4205,6.403,1.768,0.367,Spruce,Coniferous
4206,7.606,3.112,0.656,Cherry,Deciduous
4207,12.738,5.415,0.62,Oak,Deciduous
4208,7.032,2.001,0.612,Birch,Deciduous
4209,8.91,4.494,0.707,Ash,Deciduous
4210,11.19,5.346,0.708,Ash,Deciduous
4211,8.674,5.34,0.767,Ash,Deciduous
4212,8.001,3.414,0.554,Birch,Deciduous
4213,6.406,2.245,0.428,Pine,Coniferous
4214,5.786,2.128,0.532,Cherry,Deciduous
4215,6.182,2.422,0.776,Cherry,Deciduous
4216,6.492,4.361,0.628,Poplar,Deciduous
4217,11.737,3.481,0.703,Willow,Deciduous
4218,5.019,1.478,0.368,Cedar,Coniferous
4219,10.457,4.092,0.607,Poplar,Deciduous
4220,11.153,6.51,0.587,Ash,Deciduous
4221,6.614,2.12,0.459,Cedar,Coniferous
4222,7.431,1.86,0.395,Pine,Coniferous
4223,10.762,6.066,0.717,Oak,Deciduous
4224,7.443,2.788,0.523,Birch,Deciduous
4225,4.785,2.967,0.632,Cherry,Deciduous
4226,5.66,2.102,0.308,Cedar,Coniferous
4227,5.606,1.675,0.368,Cedar,Coniferous
4228,8.437,2.298,0.545,Birch,Deciduous
4229,12.299,5.313,0.731,Oak,Deciduous
4230,9.494,4.955,0.699,Ash,Deciduous
4231,5.745,2.598,0.351,Cedar,Coniferous
4232,10.939,3.862,0.493,Maple,Deciduous
4233,7.185,2.468,0.78,Cherry,Deciduous
4234,5.692,2.514,0.296,Cedar,Coniferous
4235,8.031,2.548,0.531,Birch,Deciduous
4236,6.003,2.332,0.488,Birch,Deciduous
4237,6.147,2.881,0.519,Birch,Deciduous
4238,12.156,5.119,0.625,Ash,Deciduous
4239,7.295,4.907,0.753,Ash,Deciduous
4240,10.811,4.921,0.752,Oak,Deciduous
4241,10.332,3.812,0.53,Maple,Deciduous
4242,11.973,5.803,0.764,Ash,Deciduous
4243,5.966,2.17,0.442,Pine,Coniferous
4244,4.114,1.604,0.293,Spruce,Coniferous
4245,7.692,3.957,0.695,Maple,Deciduous
4246,6.065,1.775,0.422,Spruce,Coniferous
4247,5.94,2.303,0.34,Spruce,Coniferous
4248,12.71,6.103,0.65,Oak,Deciduous
4249,10.296,4.263,0.654,Maple,Deciduous
4250,9.882,7.528,0.748,Oak,Deciduous
4251,9.94,5.431,0.686,Ash,Deciduous
4252,12.305,7.152,0.779,Oak,Deciduous
4253,11.661,6.45,0.692,Oak,Deciduous
4254,8.645,5.004,0.663,Maple,Deciduous
4255,5.482,2.024,0.369,Spruce,Coniferous
4256,5.295,2.114,0.381,Pine,Coniferous
4257,5.714,3.138,0.36,Spruce,Coniferous
4258,12.666,4.527,0.782,Oak,Deciduous
4259,6.758,2.858,0.446,Pine,Coniferous
4260,5.849,2.161,0.275,Spruce,Coniferous
4261,5.65,2.492,0.711,Cherry,Deciduous
4262,4.923,2.271,0.435,Cedar,Coniferous
4263,7.658,2.924,0.656,Cherry,Deciduous
4264,11.101,2.985,0.639,Willow,Deciduous
4265,5.364,2.193,0.307,Spruce,Coniferous
4266,6.622,3.536,0.602,Birch,Deciduous
4267,11.477,4.495,0.63,Poplar,Deciduous
4268,6.228,1.573,0.329,Cedar,Coniferous
4269,5.708,1.531,0.333,Spruce,Coniferous
4270,11.05,5.008,0.663,Ash,Deciduous
4271,6.195,2.301,0.326,Pine,Coniferous
4272,12.268,3.769,0.636,Willow,Deciduous
4273,6.18,3.735,0.663,Cherry,Deciduous
4274,11.51,5.452,0.586,Poplar,Deciduous
4275,6.381,2.681,0.375,Cedar,Coniferous
4276,5.633,1.934,0.416,Cedar,Coniferous
4277,6.232,3.715,0.681,Cherry,Deciduous
4278,7.017,2.745,0.57,Birch,Deciduous
4279,5.141,2.07,0.365,Spruce,Coniferous
4280,8.214,3.811,0.591,Poplar,Deciduous
4281,6.076,3.671,0.423,Spruce,Coniferous
4282,8.863,5.643,0.687,Ash,Deciduous
4283,6.414,3.561,0.539,Birch,Deciduous
4284,7.15,5.776,0.694,Ash,Deciduous
4285,6.333,1.957,0.398,Cedar,Coniferous
4286,6.282,1.883,0.376,Pine,Coniferous
4287,11.816,4.871,0.665,Poplar,Deciduous
4288,14.648,6.157,0.714,Oak,Deciduous
4289,14.217,6.961,0.783,Oak,Deciduous
4290,8.445,2.594,0.477,Birch,Deciduous
4291,10.632,3.857,0.595,Willow,Deciduous
4292,6.854,3.213,0.621,Cherry,Deciduous
4293,13.961,7.076,0.698,Oak,Deciduous
4294,5.703,1.712,0.345,Pine,Coniferous
4295,6.445,1.839,0.347,Cedar,Coniferous
4296,10.237,4.501,0.666,Poplar,Deciduous
4297,8.329,4.869,0.696,Ash,Deciduous
4298,4.295,2.465,0.384,Cedar,Coniferous
4299,10.737,4.689,0.635,Willow,Deciduous
4300,10.617,5.347,0.663,Ash,Deciduous
4301,11.876,3.225,0.636,Willow,Deciduous
4302,11.889,4.143,0.682,Ash,Deciduous
4303,5.075,2.436,0.366,Spruce,Coniferous
4304,9.673,3.837,0.577,Maple,Deciduous
4305,6.751,2.991,0.556,Birch,Deciduous
4306,10.74,7.238,0.797,Oak,Deciduous
4307,8.604,3.562,0.641,Willow,Deciduous
4308,4.784,2.129,0.438,Cedar,Coniferous
4309,7.172,3.93,0.724,Ash,Deciduous
4310,8.456,3.035,0.616,Maple,Deciduous
4311,14.307,6.204,0.829,Oak,Deciduous
4312,8.488,3.842,0.578,Maple,Deciduous
4313,12.486,6.751,0.785,Oak,Deciduous
4314,6.793,2.061,0.315,Spruce,Coniferous
4315,5.21,2.451,0.404,Pine,Coniferous
4316,4.231,1.248,0.328,Cedar,Coniferous
4317,6.836,2.317,0.713,Cherry,Deciduous
4318,9.542,4.898,0.739,Ash,Deciduous
4319,4.877,2.257,0.41,Spruce,Coniferous
4320,9.894,5.091,0.672,Ash,Deciduous
4321,4.895,2.1,0.361,Cedar,Coniferous
4322,4.456,1.98,0.399,Cedar,Coniferous
4323,4.145,1.415,0.393,Cedar,Coniferous
4324,6.924,2.704,0.446,Birch,Deciduous
4325,6.502,2.19,0.381,Cedar,Coniferous
4326,10.584,4.41,0.657,Ash,Deciduous
4327,12.751,3.833,0.672,Willow,Deciduous
4328,5.561,1.627,0.377,Cedar,Coniferous
4329,8.996,4.396,0.587,Maple,Deciduous
4330,5.636,2.46,0.677,Cherry,Deciduous
4331,11.524,3.94,0.699,Willow,Deciduous
4332,10.399,6.129,0.671,Ash,Deciduous
4333,5.629,1.631,0.311,Cedar,Coniferous
4334,9.391,3.775,0.555,Maple,Deciduous
4335,10.98,5.345,0.708,Ash,Deciduous
4336,8.775,4.997,0.545,Maple,Deciduous
4337,8.826,3.972,0.651,Ash,Deciduous
4338,7.252,3.109,0.52,Birch,Deciduous
4339,8.778,3.768,0.695,Willow,Deciduous
4340,13.349,5.94,0.778,Oak,Deciduous
4341,7.465,2.435,0.552,Birch,Deciduous
4342,6.47,2.978,0.326,Spruce,Coniferous
4343,8.033,4.02,0.619,Maple,Deciduous
4344,8.387,3.438,0.671,Poplar,Deciduous
4345,8.875,4.063,0.688,Maple,Deciduous
4346,5.589,2.863,0.535,Birch,Deciduous
4347,9.485,4.61,0.655,Ash,Deciduous
4348,7.849,2.632,0.714,Cherry,Deciduous
4349,10.649,4.765,0.74,Ash,Deciduous
4350,7.295,3.745,0.623,Cherry,Deciduous
4351,9.153,5.683,0.732,Ash,Deciduous
4352,5.976,3.394,0.379,Spruce,Coniferous
4353,12.744,5.267,0.69,Ash,Deciduous
4354,9.426,4.36,0.625,Willow,Deciduous
4355,6.531,3.016,0.745,Cherry,Deciduous
4356,5.157,2.875,0.385,Spruce,Coniferous
4357,6.513,2.596,0.699,Cherry,Deciduous
4358,12.348,4.676,0.747,Oak,Deciduous
4359,6.995,1.494,0.389,Cedar,Coniferous
4360,6.739,1.568,0.415,Cedar,Coniferous
4361,9.402,3.2,0.514,Willow,Deciduous
4362,10.939,5.503,0.728,Ash,Deciduous
4363,9.871,3.997,0.705,Ash,Deciduous
4364,12.289,5.961,0.674,Ash,Deciduous
4365,5.186,2.734,0.364,Pine,Coniferous
4366,5.026,2.07,0.382,Cedar,Coniferous
4367,7.355,2.464,0.385,Spruce,Coniferous
4368,6.611,2.451,0.382,Pine,Coniferous
4369,8.088,2.572,0.457,Pine,Coniferous
4370,4.593,2.287,0.444,Cedar,Coniferous
4371,6.866,2.312,0.444,Cedar,Coniferous
4372,7.969,6.035,0.585,Ash,Deciduous
4373,4.498,1.974,0.411,Pine,Coniferous
4374,7.766,3.301,0.623,Willow,Deciduous
4375,13.539,3.377,0.659,Willow,Deciduous
4376,6.2,3.068,0.297,Spruce,Coniferous
4377,7.476,2.697,0.565,Birch,Deciduous
4378,10.535,2.385,0.561,Willow,Deciduous
4379,11.325,6.467,0.728,Oak,Deciduous
4380,13.377,4.638,0.812,Oak,Deciduous
4381,6.017,2.772,0.424,Pine,Coniferous
4382,6.482,2.054,0.359,Cedar,Coniferous
4383,9.9,4.452,0.721,Ash,Deciduous
4384,5.064,2.892,0.649,Cherry,Deciduous
4385,5.756,4.218,0.631,Maple,Deciduous
4386,4.83,1.583,0.334,Cedar,Coniferous
4387,8.576,4.769,0.553,Maple,Deciduous
4388,10.128,5.396,0.861,Oak,Deciduous
4389,5.916,3.038,0.606,Birch,Deciduous
4390,11.028,3.158,0.738,Willow,Deciduous
4391,4.787,2.057,0.401,Cedar,Coniferous
4392,7.244,3.209,0.485,Birch,Deciduous
4393,7.8,3.885,0.607,Maple,Deciduous
4394,7.296,4.089,0.583,Poplar,Deciduous
